,question,context,context_len,options,answer,answer_idx,explanation,facts,patient,specialty
30,Which of the following is the most likely underlying mechanism of this patient's fall?,"['A 4-year-old boy is brought to the emergency department for evaluation after falling.', 'He has fallen multiple times in the last year.', 'His parents report that he did not walk until he was 18 months old.', 'Examination shows a mildly swollen right ankle with no tenderness over the medial or lateral malleolus; range of motion is full with mild pain.', 'He has marked enlargement of both calves.', 'When standing up, the patient uses his hands against his knees and thighs to slowly push himself up into a standing position.']",6,"{'A': 'Loss of the ATM protein', 'B': 'Absence of dystrophin protein', 'C': 'Arylsulfatase A deficiency', 'D': 'SMN1 gene defect'}",Absence of dystrophin protein,B,,"['1. A 4-year-old boy is brought to the emergency department for evaluation after falling.', '2. He has fallen multiple times in the last year.', '3. His parents report that he did not walk until he was 18 months old.', '4. Examination shows a mildly swollen right ankle with no tenderness over the medial or lateral malleolus.', '5. Range of motion is full with mild pain.', '6. He has marked enlargement of both calves.', '7. When standing up, the patient uses his hands against his knees and thighs to slowly push himself up into a standing position.']","{'gender': 'Male', 'age': '4 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['General Pediatrics', 'Pediatric Emergency Medicine'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.6666666666666666, 0.3333333333333333], 'gpt_specialty': 'Pediatrics'}",Pediatrics
37,Which of the following additional findings is most likely in this patient?,"['A 4-year-old boy who recently emigrated from Ghana is brought to the physician because of a 5-day history of pain and swelling in his hands.', 'He has had similar episodes in the past.', 'The patient appears distressed.', 'His temperature is 38.1°C (100.5°F).', 'Physical examination shows pallor.', 'The dorsum of his hands and fingers are swollen, warm, and tender to palpation.']",6,"{'A': 'Coronary artery aneurysm', 'B': 'Hyperuricemia', 'C': 'Thickened heart valves', 'D': 'Microhematuria'}",Microhematuria,D,,"['1. A 4-year-old boy recently emigrated from Ghana.', '2. He has a 5-day history of pain and swelling in his hands.', '3. He has had similar episodes in the past.', '4. The patient appears distressed.', '5. His temperature is 38.1°C (100.5°F).', '6. Physical examination shows pallor.', '7. The dorsum of his hands and fingers are swollen.', '8. The dorsum of his hands and fingers are warm.', '9. The dorsum of his hands and fingers are tender to palpation.']","{'gender': 'Male', 'age': '4 years old', 'specialties': ['Pediatrics', 'Rheumatology'], 'subspecialties': ['Pediatric Rheumatology'], 'specialty_prob': [0.6, 0.4], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
48,The patient most likely has a deficiency of which of the following enzymes?,"['A 7-month-old male infant is brought to the physician because of a 2-month history of fatigue and weakness.', 'His mother reports that he has difficulty feeding.', 'He is at the 20th percentile for height and 3rd percentile for weight.', 'Physical examination shows an enlarged tongue.', 'Crackles are heard at both lung bases.', 'The liver is palpated 1 cm below the right costal margin.', 'Neurologic examination shows decreased muscle tone in the extremities.', 'Serum glucose is 105 mg/dL.', 'An x-ray of the chest shows cardiomegaly.']",9,"{'A': 'Acid maltase', 'B': 'Iduronate sulfatase', 'C': 'Glucose-6-phosphatase', 'D': 'Alpha-galactosidase'}",Acid maltase,A,,"['1. A 7-month-old male infant is brought to the physician.', '2. The infant has a 2-month history of fatigue and weakness.', '3. His mother reports that he has difficulty feeding.', '4. He is at the 20th percentile for height.', '5. He is at the 3rd percentile for weight.', '6. Physical examination shows an enlarged tongue.', '7. Crackles are heard at both lung bases.', '8. The liver is palpated 1 cm below the right costal margin.', '9. Neurologic examination shows decreased muscle tone in the extremities.', '10. Serum glucose is 105 mg/dL.', '11. An x-ray of the chest shows cardiomegaly.']","{'gender': 'Male', 'age': '7 months', 'specialties': ['Pediatrics', 'Medical Genetics and Genomics'], 'subspecialties': ['General Pediatrics', 'Clinical Biochemical Genetics'], 'specialty_prob': [0.8, 0.2], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Medical Genetics and Genomics'}",Pediatrics
50,"Based on this electrophoresis, which of the following types of hemoglobin are dominant in this patient's blood?","['An 11-year-old boy is brought to the physician by his mother because of worsening fatigue.', 'His mother reports that he seems to have trouble keeping up with his older brothers when playing outside.', 'Physical examination shows conjunctival pallor.', 'A hemoglobin electrophoresis is performed.', ""This patient's results are shown in comparison to those of a patient with known sickle cell anemia and a child with normal hemoglobin.""]",5,"{'A': 'HbA and HbC', 'B': 'HbS only', 'C': 'HbA only', 'D': 'HbS and HbC'}",HbS and HbC,D,,"['1. An 11-year-old boy is brought to the physician by his mother.', '2. The mother reports that the boy has worsening fatigue.', '3. The boy has trouble keeping up with his older brothers when playing outside.', '4. Physical examination shows conjunctival pallor.', '5. A hemoglobin electrophoresis is performed.', ""6. The patient's results are compared to those of a patient with known sickle cell anemia."", ""7. The patient's results are compared to those of a child with normal hemoglobin.""]","{'gender': 'Male', 'age': '11 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Hematology', 'Hematology'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Pediatrics'}",Pediatrics
55,Which of the following drugs most likely has a similar mechanism of action as the drug prescribed to this patient?,"['A 12-year-old boy is brought to the emergency department by his mother because he has been having difficulty breathing.', 'He started having symptoms about 3 days ago when he started experiencing persistent coughing, runny nose, and a low grade fever.', 'Since then he has been experiencing dyspnea that grew worse until he felt that he could no longer breathe.', 'His mom says that this has happened many times before.', 'On presentation, physical exam reveals an anxious, thin boy who is using his accessory muscles to breathe.', 'Prolonged expiratory wheezes are heard on auscultation of his lungs bilaterally.', 'During stabilization, he is prescribed a drug for treatment of his condition.', ""The patient's mother recognizes the drug since her father, a 40-pack-year smoker, also takes the medication and she is told that the drug is able to beneficially inhibit a receptor on smooth muscle in both cases.""]",8,"{'A': 'Cortisol', 'B': 'Glycopyrrolate', 'C': 'Theophylline', 'D': 'Zileuton'}",Glycopyrrolate,B,,"['1. Patient is a 12-year-old boy.', '2. Patient was brought to the emergency department by his mother.', '3. Patient has been having difficulty breathing.', '4. Patient started having symptoms 3 days ago.', '5. Symptoms included persistent coughing, runny nose, and a low grade fever.', '6. Patient has been experiencing dyspnea that grew worse until he felt he could no longer breathe.', ""7. Patient's mother says this has happened many times before."", '8. On presentation, physical exam reveals an anxious, thin boy who is using his accessory muscles to breathe.', '9. Prolonged expiratory wheezes are heard on auscultation of his lungs bilaterally.', '10. During stabilization, patient is prescribed a drug for treatment of his condition.', ""11. Patient's mother recognizes the drug since her father, a 40-pack-year smoker, also takes the medication."", '12. Drug is able to beneficially inhibit a receptor on smooth muscle in both cases.']","{'gender': 'Male', 'age': '12 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Pulmonology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
57,Which of the following could be used to culture the most likely cause of this disorder?,"['A 4-year-old girl from a recently immigrated family presents to the emergency department with episodes of severe coughing lasting up to several minutes followed by vomiting.', 'She had a low grade fever and runny nose over the last 2 weeks but these coughing episodes just began one day prior to presentation.', 'A complete blood count shows a lymphocytic infiltrate and Gram stain reveals a gram-negative coccobacillus.', 'The emergency department physician explains that this organism causes disease by toxin-mediated inactivation of an inhibitory signaling molecule.']",4,"{'A': 'Charcoal yeast with iron and cysteine', 'B': 'Eaton agar', 'C': 'Loffler medium', 'D': 'Regan-Lowe medium'}",Regan-Lowe medium,D,,"['1. A 4-year-old girl from a recently immigrated family presents to the emergency department.', '2. She has episodes of severe coughing lasting up to several minutes followed by vomiting.', '3. She had a low grade fever and runny nose over the last 2 weeks.', '4. The coughing episodes just began one day prior to presentation.', '5. A complete blood count shows a lymphocytic infiltrate.', '6. Gram stain reveals a gram-negative coccobacillus.', '7. The emergency department physician explains that this organism causes disease by toxin-mediated inactivation of an inhibitory signaling molecule.']","{'gender': 'Female', 'age': '4 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Pulmonology', 'Pediatric Infectious Diseases'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.6, 0.4], 'gpt_specialty': 'Pediatrics'}",Pediatrics
58,"Which of the following is the most likely underlying cause of these findings?""","['A 14-year-old boy is brought to the emergency department because of a 2-day history of fatigue.', 'He reports that during this time he has had occasional palpitations and shortness of breath.', 'He has sickle cell disease.', 'Current medications include hydroxyurea and folic acid.', 'He appears fatigued.', 'His temperature is 38.3°C (100.9°F), pulse is 120/min, respirations are 24/min, and blood pressure is 112/74 mm Hg.', 'Examination shows pale conjunctivae.', 'Cardiac examination shows a midsystolic ejection murmur.', 'Laboratory studies show: | Hemoglobin 6.4 g/dl | Leukocyte count 6,000/mm3 | Platelet count 168,000/mm3 | Mean corpuscular volume 84 μm3 | Reticulocyte count 0.1% | .']",9,"{'A': 'Parvovirus B19', 'B': 'Medication-induced hemolysis', 'C': 'Defect in erythrocyte membrane proteins', 'D': 'Hemolytic crisis'}",Parvovirus B19,A,,"['1. Patient is a 14-year-old boy.', '2. Patient has a 2-day history of fatigue.', '3. Patient has occasional palpitations and shortness of breath.', '4. Patient has sickle cell disease.', '5. Patient is currently taking hydroxyurea and folic acid.', '6. Patient appears fatigued.', ""7. Patient's temperature is 38.3°C (100.9°F)."", ""8. Patient's pulse is 120/min."", ""9. Patient's respirations are 24/min."", ""10. Patient's blood pressure is 112/74 mm Hg."", '11. Patient has pale conjunctivae.', '12. Cardiac examination shows a midsystolic ejection murmur.', '13. Laboratory studies show hemoglobin 6.4 g/dl.', '14. Laboratory studies show leukocyte count 6,000/mm3.', '15. Laboratory studies show platelet count 168,000/mm3.', '16. Laboratory studies show mean corpuscular volume 84 μm3.', '17. Laboratory studies show reticulocyte count 0.1%.']","{'gender': 'Male', 'age': '14 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Hematology', 'General Pediatrics', 'Pediatric Hematology'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.6, 0.2, 0.2], 'gpt_specialty': 'Pediatrics'}",Pediatrics
69,From whom should the surgeon get consent for the procedure?,"['A 13-month-old male needs to have surgery for an undescended testicle.', 'The child lives with his 16-year-old mother only.', 'His 19-year-old father is not involved.']",3,"{'A': 'The mother', 'B': 'The father', 'C': 'A grandparent', 'D': ""The hospital's medical ethics committee""}",The mother,A,,"['1. A 13-month-old male needs to have surgery.', '2. The surgery is for an undescended testicle.', '3. The child lives with his 16-year-old mother only.', '4. His 19-year-old father is not involved.']","{'gender': 'Male', 'age': '13 months', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Surgery'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
70,Which of the following is the best next step in management?,"['A 7-year-old boy is brought to the emergency department after he was bitten by a dog.', ""The patient was at a friend's house, and he was bitten when he pulled the dog's tail while it was eating."", 'The patient is currently doing well and has a dog bite on his right distal forearm.', 'His temperature is 98.2°F (36.8°C), blood pressure is 100/60 mmHg, pulse is 123/min, respirations are 19/min, and oxygen saturation is 98% on room air.', 'The wound is thoroughly irrigated in the emergency department.']",5,"{'A': 'Closure of the wound via sutures', 'B': 'Euthanasia of the animal', 'C': 'Quarantine and observe the animal', 'D': 'Rabies vaccine and rabies immunoglobulin'}",Quarantine and observe the animal,C,,"['1. A 7-year-old boy was brought to the emergency department.', '2. He was bitten by a dog.', ""3. He was at a friend's house when he was bitten."", ""4. He pulled the dog's tail while it was eating."", '5. The patient is currently doing well.', '6. He has a dog bite on his right distal forearm.', '7. His temperature is 98.2°F (36.8°C).', '8. His blood pressure is 100/60 mmHg.', '9. His pulse is 123/min.', '10. His respirations are 19/min.', '11. His oxygen saturation is 98% on room air.', '12. The wound was thoroughly irrigated in the emergency department.']","{'gender': 'Male', 'age': '7 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Emergency Medicine'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Emergency Medicine'}",Pediatrics
71,"Based on the description of these patients symptoms and current treatment regime, which of the following categories describes the severity of this child’s symptoms?","['An 8-year-old girl is brought by her mother to her pediatrician’s office for a follow-up visit.', 'She was diagnosed with asthma about 4 years ago and has been on medications ever since.', 'She came into the doctor’s office about a month ago with an escalation of her symptoms.', 'She told her doctor that she has been struggling to breathe almost every single day.', 'This difficulty increased when she played outdoors with her friends.', 'She said that she used to wake up at least 3 times a week from sleep to use her inhaler.', 'She uses a short-acting β-agonist inhaler to control her symptoms.', 'At the previous visit, her doctor had started her on a small dose of fluticasone (inhaled) as well as a long-acting β-agonist inhaler.', 'She has some improvement in her symptoms.', 'On physical examination, she doesn’t seem to be in distress, and currently, the lungs are clear on auscultation.', 'Her forced expiratory volume in one second is about 70% of the predicted value.']",11,"{'A': 'Mild intermittent', 'B': 'Mild persistent', 'C': 'Moderate persistent', 'D': 'Severe persistent'}",Moderate persistent,C,,"['1. An 8-year-old girl is brought by her mother to her pediatrician’s office for a follow-up visit.', '2. She was diagnosed with asthma about 4 years ago and has been on medications ever since.', '3. She came into the doctor’s office about a month ago with an escalation of her symptoms.', '4. She told her doctor that she has been struggling to breathe almost every single day.', '5. This difficulty increased when she played outdoors with her friends.', '6. She said that she used to wake up at least 3 times a week from sleep to use her inhaler.', '7. She uses a short-acting β-agonist inhaler to control her symptoms.', '8. At the previous visit, her doctor had started her on a small dose of fluticasone (inhaled) as well as a long-acting β-agonist inhaler.', '9. She has some improvement in her symptoms.', '10. On physical examination, she doesn’t seem to be in distress.', '11. Currently, the lungs are clear on auscultation.', '12. Her forced expiratory volume in one second is about 70% of the predicted value.']","{'gender': 'Female', 'age': '8 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['General Pediatrics'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
75,Which of the following is the most likely etiology of the patient's presentation?,"[""A 4-day-old, full-term infant born by uncomplicated vaginal delivery is brought to a pediatrician by his mother, who notes that her son's skin appears yellow."", 'She reports that the child cries several times per day, but sleeps 7-8 hours at night, uninterrupted.', 'She has been breastfeeding exclusively and feels that he has been feeding well.', 'He has been having a bowel movement on average once every 3 days.']",4,"{'A': 'Breastfeeding jaundice', 'B': 'Breast milk jaundice', 'C': 'Glucose-6-phosphate dehydrogenase deficiency', 'D': 'Hepatitis A'}",Breastfeeding jaundice,A,,"['1. A 4-day-old, full-term infant was born by uncomplicated vaginal delivery.', '2. The infant was brought to a pediatrician by his mother.', ""3. The mother noted that her son's skin appears yellow."", '4. The child cries several times per day.', '5. The child sleeps 7-8 hours at night, uninterrupted.', '6. The mother has been breastfeeding exclusively.', '7. The mother feels that the infant has been feeding well.', '8. The infant has been having a bowel movement on average once every 3 days.']","{'gender': 'Not specified', 'age': '4-day-old infant', 'specialties': ['Pediatrics'], 'subspecialties': ['Neonatal'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
76,Which of the following interventions would have been most effective to prevent this condition?,"['A 3-year-old boy who has no known past medical or family history is brought by his parents to his pediatrician for new symptoms.', 'Specifically, his parents state that he has suffered from a fever associated with diarrhea and conjunctivitis over the past week or so.', 'His parents note that he has never had an episode of diarrhea like this previously, but that several other children at his daycare had been ill recently.', 'The blood pressure is 112/70 mm Hg, heart rate is 94/min, respiratory rate is 14/min, and temperature is 37.0°C (98.6°F).', 'The physical exam is significant for preauricular adenopathy.']",5,"{'A': 'Appropriate immunization', 'B': 'Better hand-washing practices', 'C': 'Keeping all food stored in the refrigerator', 'D': 'Avoiding undercooked seafood'}",Better hand-washing practices,B,,"['1. Patient is a 3-year-old boy.', '2. Patient has no known past medical or family history.', '3. Patient has been suffering from a fever associated with diarrhea and conjunctivitis over the past week or so.', '4. Patient has never had an episode of diarrhea like this previously.', ""5. Several other children at patient's daycare had been ill recently."", ""6. Patient's blood pressure is 112/70 mm Hg."", ""7. Patient's heart rate is 94/min."", ""8. Patient's respiratory rate is 14/min."", ""9. Patient's temperature is 37.0°C (98.6°F)."", '10. Physical exam is significant for preauricular adenopathy.']","{'gender': 'Male', 'age': '3 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['General Pediatrics'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
83,"Which of the following is the most appropriate next step in management?""","['A previously healthy 7-year-old girl is brought to the physician for a well-child examination.', 'She feels well.', 'She emigrated from India 3 months ago.', 'There is no family history of serious illness.', 'Her immunizations are up-to-date.', 'She is at 60th percentile for height and weight.', 'Her temperature is 37°C (98.6°F), pulse is 90/min, and respirations are 26/min.', 'Examination shows no abnormalities.', 'Laboratory studies show: | Hemoglobin 13.2 g/dL | Leukocyte count 8900/mm3 | Platelet count 310,000/mm3 | Serum | Hepatitis B surface antigen negative | Hepatitis B antibody positive | Interferon-γ release assay positive | An x-ray of the chest shows no abnormalities.']",9,"{'A': 'Perform acid-fast stain on induced sputum', 'B': 'Administer isoniazid', 'C': 'Perform tuberculin skin test', 'D': 'Administer isoniazid, rifampin, ethambutol and pyrazinamide'}",Administer isoniazid,B,,"['1. Patient is a 7-year-old girl.', '2. Patient feels well.', '3. Patient emigrated from India 3 months ago.', '4. No family history of serious illness.', '5. Immunizations are up-to-date.', '6. Patient is at 60th percentile for height and weight.', '7. Temperature is 37°C (98.6°F).', '8. Pulse is 90/min.', '9. Respirations are 26/min.', '10. Examination shows no abnormalities.', '11. Hemoglobin is 13.2 g/dL.', '12. Leukocyte count is 8900/mm3.', '13. Platelet count is 310,000/mm3.', '14. Serum Hepatitis B surface antigen is negative.', '15. Serum Hepatitis B antibody is positive.', '16. Interferon-γ release assay is positive.', '17. X-ray of the chest shows no abnormalities.']","{'gender': 'Female', 'age': '7 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Infectious Diseases'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
84,"Based on the study results, which of the following statements best addresses the mother's question?""","['Please refer to the summary above to answer this question | An 8-year-old boy is brought to the physician by his mother for a well-child examination at a clinic for low-income residents.', ""Although her son's elementary school offers free afterschool programming, her son has not been interested in attending."", ""Both the son's maternal and paternal grandmothers have major depressive disorder."", ""The mother is curious about the benefits of afterschool programming and asks for the physician's input.""]",4,"{'A': ""The patient's family history of psychiatric illness prevents any conclusions from being drawn from the study."", 'B': 'High-quality afterschool programming for low-income 8-year-olds may correlate with decreased bipolar disorder risk in adults.', 'C': 'High-quality afterschool programming should be free of charge for low-income children to improve adult mental health.', 'D': 'High-quality afterschool programming for low-income 8-year-olds may correlate with decreased ADHD risk in adults.\n""'}","High-quality afterschool programming for low-income 8-year-olds may correlate with decreased ADHD risk in adults.
""",D,,"['1. An 8-year-old boy is brought to the physician by his mother.', '2. The examination is at a clinic for low-income residents.', ""3. The son's elementary school offers free afterschool programming."", '4. The son has not been interested in attending the afterschool programming.', ""5. The son's maternal grandmother has major depressive disorder."", ""6. The son's paternal grandmother has major depressive disorder."", '7. The mother is curious about the benefits of afterschool programming.', ""8. The mother asks for the physician's input.""]","{'gender': 'Male', 'age': '8 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['General Pediatrics'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Psychiatry'}",Pediatrics
85,Which of the following is the child most likely to develop?,"['Two days after delivery, a 2450-g (5-lb 6-oz) male newborn has three episodes of green vomitus.', 'He has passed urine twice a day, but has not yet passed stool.', ""He was born at 34 weeks' gestation."", 'He appears irritable.', 'His temperature is 37.3°C (99.1°F), pulse is 161/min, respirations are 56/min, and blood pressure is 62/44 mm Hg.', 'Examination shows a distended abdomen; there is diffuse tenderness to palpation over the abdomen.', 'Bowel sounds are decreased.', 'Digital rectal examination is unremarkable.', 'The remainder of the examination shows no abnormalities.', 'An x-ray of the abdomen shows dilated bowel loops.', 'Contrast enema demonstrates inspissated meconium plugs in the distal ileum and microcolon.']",11,"{'A': 'Infertility', 'B': ""Alzheimer's disease"", 'C': 'Asthma', 'D': 'Necrotizing enterocolitis'}",Infertility,A,,"['1. Two days after delivery, a 2450-g (5-lb 6-oz) male newborn has had three episodes of green vomitus.', '2. He has passed urine twice a day, but has not yet passed stool.', ""3. He was born at 34 weeks' gestation."", '4. He appears irritable.', '5. His temperature is 37.3°C (99.1°F).', '6. His pulse is 161/min.', '7. His respirations are 56/min.', '8. His blood pressure is 62/44 mm Hg.', '9. Examination shows a distended abdomen.', '10. There is diffuse tenderness to palpation over the abdomen.', '11. Bowel sounds are decreased.', '12. Digital rectal examination is unremarkable.', '13. The remainder of the examination shows no abnormalities.', '14. An x-ray of the abdomen shows dilated bowel loops.', '15. Contrast enema demonstrates inspissated meconium plugs in the distal ileum and microcolon.']","{'gender': 'Male', 'age': 'Newborn', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Gastroenterology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
86,Which of the following is most likely a cause of this baby’s symptoms?,"['A 6-week-old boy is brought to see his pediatrician.', 'His mother says that he has not been feeding well and forcefully vomited after every feed over the past 4 days.', 'The infant was born at 39 weeks gestation via spontaneous vaginal delivery.', 'He is up to date on all vaccines and is meeting all developmental milestones.', 'However, a week after delivery he developed a respiratory infection involving an aggressive cough followed by a high-pitched intake of breath.', 'Respiratory cultures were positive for a gram-negative coccobacilli for which he received erythromycin.', 'Since then he has remained healthy until now.', 'On examination, the infant’s vitals are normal but he appears lethargic and mildly dehydrated with depressed fontanelles and decreased skin turgor.', 'A firm non-tender mass is palpated in the epigastric region.']",9,"{'A': 'Deficiency of nitric oxide synthase', 'B': 'Antibiotic use', 'C': 'Inadequate myenteric plexus innervation', 'D': 'Telescoping of the proximal bowel into a distal segment'}",Antibiotic use,B,,"['1. A 6-week-old boy is brought to see his pediatrician.', '2. His mother says that he has not been feeding well and forcefully vomited after every feed over the past 4 days.', '3. The infant was born at 39 weeks gestation via spontaneous vaginal delivery.', '4. He is up to date on all vaccines and is meeting all developmental milestones.', '5. A week after delivery he developed a respiratory infection involving an aggressive cough followed by a high-pitched intake of breath.', '6. Respiratory cultures were positive for a gram-negative coccobacilli for which he received erythromycin.', '7. Since then he has remained healthy until now.', '8. On examination, the infant’s vitals are normal.', '9. He appears lethargic and mildly dehydrated with depressed fontanelles and decreased skin turgor.', '10. A firm non-tender mass is palpated in the epigastric region.']","{'gender': 'Male', 'age': '6 weeks', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Surgery', 'Pediatric Gastroenterology'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Pediatrics'}",Pediatrics
89,Which of the following was most likely prescribed during the previous visit?,"['A 6-year-old boy is brought to his pediatrician due to increased shortness of breath.', 'His mother is particularly disturbed because her son wakes up breathless one or 2 nights every week.', 'He was diagnosed with asthma 2 years ago.', 'Over the past few months, he has not been able to participate in any sport and is also using his inhaler more than 3 times a week.', 'On examination, the patient appears to be in slight distress and seems pale and fatigued.', 'There are slight expiratory wheezes and crackles in both lungs.', 'The pediatrician starts him on a low dose of another inhaler which needs to be taken once daily.', 'She asks his mother to avoid any conditions that might aggravate her son’s symptoms and make it difficult for him to breathe.', 'Three months later, the mother is back with her son at the same pediatrician’s office.', 'She is concerned about a painless white plaque on his tongue.', 'When the physician scrapes the lesion it reveals a red base with minimal bleeding.', 'A photograph of the lesion is shown.']",12,"{'A': 'Inhaled beclomethasone', 'B': 'Inhaled ipratropium bromide', 'C': 'Nebulized theophylline', 'D': 'Inhaled salmeterol'}",Inhaled beclomethasone,A,,"['1. A 6-year-old boy is brought to his pediatrician due to increased shortness of breath.', '2. His mother reports that her son wakes up breathless one or 2 nights every week.', '3. He was diagnosed with asthma 2 years ago.', '4. Over the past few months, he has not been able to participate in any sport.', '5. He is using his inhaler more than 3 times a week.', '6. On examination, the patient appears to be in slight distress.', '7. He seems pale and fatigued.', '8. There are slight expiratory wheezes and crackles in both lungs.', '9. The pediatrician starts him on a low dose of another inhaler which needs to be taken once daily.', '10. She asks his mother to avoid any conditions that might aggravate her son’s symptoms and make it difficult for him to breathe.', '11. Three months later, the mother is back with her son at the same pediatrician’s office.', '12. She is concerned about a painless white plaque on his tongue.', '13. When the physician scrapes the lesion it reveals a red base with minimal bleeding.', '14. A photograph of the lesion is shown.']","{'gender': 'Male', 'age': '6 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Pulmonology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
93,"In this fetus, what other renal structure would be expected to be absent?","['An error occurs during the embryologic development of the kidney.', 'It is found that the fetus lacks proper ureters, major and minor calyces, and renal pelvises.']",2,"{'A': 'Collecting ducts', 'B': 'Ductus deferens', 'C': 'Distal convoluted tubule', 'D': ""Bowman's capsule""}",Collecting ducts,A,,"['1. An error occurs during the embryologic development of the kidney.', '2. It is found that the fetus lacks proper ureters.', '3. It is found that the fetus lacks major calyces.', '4. It is found that the fetus lacks minor calyces.', '5. It is found that the fetus lacks renal pelvises.']","{'gender': 'study', 'age': 'study', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Nephrology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Medical Genetics and Genomics'}",Pediatrics
94,Which of the following is the next best step in the management of this patient?,"['A 4-year-old boy is referred to the infectious disease clinic for recurrent pneumonia.', 'Although he has had several previous hospital admissions and received multiple courses of antibiotic therapy, he continues to get sick.', 'On his most recent hospital admission, the boy presented with mild fever, right-sided chest pain, and yellow-colored sputum.', 'He had difficulty breathing and diminished breath sounds on the right side of the chest.', 'A CT scan of the thorax revealed multiple right-sided ground-glass opacities.', 'Sputum cultures grew Aspergillus galactomannan.', 'The boy’s medical history is significant for neonatal sepsis and recurrent episodes of pyoderma and otitis media.', 'His younger brother had recurrent purulent skin infections before he died of an otogenic brain abscess at the age of 2.', 'His mother says that skin infections are common in the male members of her family.', 'The patient’s HIV status is negative and his complete blood count, T cell and B cell counts, immunoglobulin profile, and complement tests are within normal limits.']",10,"{'A': 'CD4+ cell count', 'B': 'Bone marrow biopsy', 'C': 'Dihydrorhodamine (DHR) test', 'D': 'Adenosine deaminase levels'}",Dihydrorhodamine (DHR) test,C,,"['1. A 4-year-old boy is referred to the infectious disease clinic for recurrent pneumonia.', '2. He has had several previous hospital admissions and received multiple courses of antibiotic therapy.', '3. He continues to get sick.', '4. On his most recent hospital admission, the boy presented with mild fever, right-sided chest pain, and yellow-colored sputum.', '5. He had difficulty breathing and diminished breath sounds on the right side of the chest.', '6. A CT scan of the thorax revealed multiple right-sided ground-glass opacities.', '7. Sputum cultures grew Aspergillus galactomannan.', '8. The boy’s medical history is significant for neonatal sepsis.', '9. He has had recurrent episodes of pyoderma and otitis media.', '10. His younger brother had recurrent purulent skin infections before he died of an otogenic brain abscess at the age of 2.', '11. His mother says that skin infections are common in the male members of her family.', '12. The patient’s HIV status is negative.', '13. His complete blood count, T cell and B cell counts, immunoglobulin profile, and complement tests are within normal limits.']","{'gender': 'Male', 'age': '4 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Infectious Diseases'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
