,question,context,context_len,options,answer,answer_idx,explanation,facts,patient,specialty
435,Which of the following is the most likely cause of his abnormal radiologic findings?,"['A 23-year-old man develops a seizure on the medical floor.', 'He was admitted 2 days ago with high-grade fever and severe headache.', 'At the time of admission, he had photophobia, neck rigidity, and the following vital signs: temperature 39.5°C (103.1°F), blood pressure 130/70 mm Hg, and heart rate 120/min.', 'A cerebral spinal fluid analysis was ordered, and he was started on intravenous antibiotics.', 'The patient’s seizure terminates without any medication or intervention.', 'An MRI is performed which reveals dilation of all the ventricles of the brain.']",6,"{'A': 'Blood clot in the foramen of 3rd ventricle', 'B': 'Aqueductal stenosis', 'C': 'Arachnoid granulation adhesions', 'D': 'Mega cisterna magna'}",Arachnoid granulation adhesions,C,,"['1. A 23-year-old man develops a seizure on the medical floor.', '2. He was admitted 2 days ago with high-grade fever and severe headache.', '3. At the time of admission, he had photophobia, neck rigidity.', '4. Temperature at admission was 39.5°C (103.1°F).', '5. Blood pressure at admission was 130/70 mm Hg.', '6. Heart rate at admission was 120/min.', '7. A cerebral spinal fluid analysis was ordered.', '8. He was started on intravenous antibiotics.', '9. The patient’s seizure terminates without any medication or intervention.', '10. An MRI is performed.', '11. MRI reveals dilation of all the ventricles of the brain.']","{'gender': 'Male', 'age': '23', 'specialties': ['Neurology'], 'subspecialties': ['Neurology with Special Qualification in Child Neurology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Neurology'}",Neurology
446,Further evaluation is most likely to show which of the following?,"['A 67-year-old man comes to the physician because of a worsening tremor that began one year ago.', 'The tremor affects his left hand and improves when he uses his hand to complete a task.', 'He also reports feeling stiffer throughout the day, and he has fallen twice in the past year.', 'He has not noticed any changes in his cognition or mood.', 'He has not had difficulty sleeping, but his wife says that he would kick and punch while dreaming for almost a decade.', 'He drinks two cans of beer daily.', 'He takes no medications.', 'He appears healthy and well nourished.', 'His vital signs are within normal limits.', 'He maintains a blank stare throughout the visit.']",10,"{'A': 'Reduced amplitude on foot tapping', 'B': 'Extensor plantar response', 'C': 'Choreiform movements', 'D': 'No abnormalities\n""'}",Reduced amplitude on foot tapping,A,,"['1. Patient is 67 years old.', '2. Patient has worsening tremor that began one year ago.', '3. Tremor affects left hand.', '4. Tremor improves when patient uses hand to complete a task.', '5. Patient reports feeling stiffer throughout the day.', '6. Patient has fallen twice in the past year.', '7. Patient has not noticed any changes in cognition or mood.', '8. Patient has not had difficulty sleeping.', ""9. Patient's wife says he has been kicking and punching while dreaming for almost a decade."", '10. Patient drinks two cans of beer daily.', '11. Patient takes no medications.', '12. Patient appears healthy and well nourished.', ""13. Patient's vital signs are within normal limits."", '14. Patient maintains a blank stare throughout the visit.']","{'gender': 'Male', 'age': '67 years old', 'specialties': ['Neurology'], 'subspecialties': ['General Neurology', 'Neurology with Special Qualification in Child Neurology', 'Movement Disorders'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.4, 0.4, 0.2], 'gpt_specialty': 'Neurology'}",Neurology
451,Which of the following is the most likely mechanism giving rise to this patient’s condition?,"['A 37-year-old man presents with right lower extremity weakness and low back pain.', 'The patient states that he has had chronic mild to moderate low back pain for several years, but, 3 days ago after lifting a box, the pain increased in intensity and spread to his right leg.', 'He describes the pain as severe, electrical in character, and descending from his right gluteal region along his right posterior thigh and leg to his right lateral ankle and foot.', 'The patient also says that he has been having difficulty walking due to stumbling over his right foot.', 'His temperature is 37.0℃ (98.6℉), the blood pressure is 125/80 mm Hg, the pulse is 72/min, the respiratory rate is 16/min, and the oxygen saturation is 98% on room air.', 'On physical examination, the patient is alert and cooperative.', 'Musculoskeletal examination of the lower extremities shows the following results: | Functional Muscle Group/DTR Tested Right Side Left Side |                Strength | Hip extension 5/5 5/5 | Hip abduction 4/5  5/5 | Hip adduction  5/5  5/5 | Hip flexion 5/5 5/5 | Knee flexion 5/5 5/5 | Knee extension 5/5 5/5 | Foot plantar flexion 5/5 5/5 | Foot dorsiflexion 4/5 5/5 | Foot inversion 4/5 5/5 | Foot eversion 4/5 5/5 | Toe extension 3/5 5/5 |               Reflexes | Knee 3+ 3+ | Achilles 1+ 3+ | Plantar 2+ 3+ |                Sensory | Sensation Decreased on the lateral aspect of the lower leg and dorsum of the foot Normal over all the surface | Lassegue test Positive at 30 deg.', 'Negative | .']",8,"{'A': 'Protrusion of the L4/L5 intervertebral disk', 'B': 'Entrapment of the femoral nerve in the femoral canal', 'C': 'Inflammation of the S2-3 spinal roots', 'D': 'Herniation of the L2/3 intervertebral disk'}",Protrusion of the L4/L5 intervertebral disk,A,,"['1. Patient is 37-years-old.', '2. Patient presents with right lower extremity weakness and low back pain.', '3. Patient has had chronic mild to moderate low back pain for several years.', '4. Pain increased in intensity and spread to right leg 3 days ago after lifting a box.', '5. Patient describes pain as severe, electrical in character, and descending from right gluteal region along right posterior thigh and leg to right lateral ankle and foot.', '6. Patient has been having difficulty walking due to stumbling over right foot.', '7. Temperature is 37.0℃ (98.6℉).', '8. Blood pressure is 125/80 mm Hg.', '9. Pulse is 72/min.', '10. Respiratory rate is 16/min.', '11. Oxygen saturation is 98% on room air.', '12. Patient is alert and cooperative on physical examination.', '13. Strength of hip extension is 5/5 on right side and 5/5 on left side.', '14. Strength of hip abduction is 4/5 on right side and 5/5 on left side.', '15. Strength of hip adduction is 5/5 on right side and 5/5 on left side.', '16. Strength of hip flexion is 5/5 on right side and 5/5 on left side.', '17. Strength of knee flexion is 5/5 on right side and 5/5 on left side.', '18. Strength of knee extension is 5/5 on right side and 5/5 on left side.', '19. Strength of foot plantar flexion is 5/5 on right side and 5/5 on left side.', '20. Strength of foot dorsiflexion is 4/5 on right side and 5/5 on left side.', '21. Strength of foot inversion is 4/5 on right side and 5/5 on left side.', '22. Strength of foot eversion is 4/5 on right side and 5/5 on left side.', '23. Strength of toe extension is 3/5 on right side and 5/5 on left side.', '24. Knee reflex is 3+ on right side and 3+ on left side.', '25. Achilles reflex is 1+ on right side and 3+ on left side.', '26. Plantar reflex is 2+ on right side and 3+ on left']","{'gender': 'Male', 'age': '37', 'specialties': ['Neurology'], 'subspecialties': ['Neurology with Special Qualification in Child Neurology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Neurology'}",Neurology
462,What is the most likely diagnosis in this patient?,"['A 25-year-old male presents with progressively worsening headaches over the past two months.', 'He also feels that he has been losing his balance more often over the past week, but he denies any motor weakness or sensory impairment.', 'His neurological exam reveals impaired upward gaze, pupils that constrict poorly to light but react to accommodation, and bilateral upper eyelid retraction.', 'On tandem walking, he tends to fall on both sides.', 'The remainder of the physical examination is unremarkable.']",5,"{'A': 'Multiple sclerosis', 'B': 'Pituitary mass', 'C': 'Pineal tumor', 'D': 'Craniopharyngioma'}",Pineal tumor,C,,"['1. Patient is 25 years old.', '2. Patient is male.', '3. Patient has had progressively worsening headaches for two months.', '4. Patient has been losing balance more often over the past week.', '5. Patient denies motor weakness or sensory impairment.', '6. Neurological exam reveals impaired upward gaze.', '7. Neurological exam reveals pupils constrict poorly to light but react to accommodation.', '8. Neurological exam reveals bilateral upper eyelid retraction.', '9. Patient tends to fall on both sides when tandem walking.', '10. Remainder of physical examination is unremarkable.']","{'gender': 'Male', 'age': '25', 'specialties': ['Neurology'], 'subspecialties': ['Neurology with Special Qualification in Child Neurology', 'Vascular Neurology', 'Headache Medicine'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.6, 0.2, 0.2], 'gpt_specialty': 'Neurology'}",Neurology
469,Further evaluation of this patient is most likely to show which of the following?,"['Four hours after undergoing an open emergency surgery under general anesthesia for a bleeding abdominal aortic aneurysm, a 55-year-old man is unable to move both his legs.', 'During the surgery, he had prolonged hypotension, which was corrected with IV fluids and vasopressors.', 'He has a history of hypertension and hyperlipidemia.', 'He has smoked one pack of cigarettes daily for 35 years.', 'Prior to admission, his medications were hydrochlorothiazide and atorvastatin.', 'The patient is conscious and oriented to place and person.', 'His temperature is 37.7°C (99°F), pulse is 74/min, and blood pressure is 100/70 mm Hg.', 'Examination shows muscle strength of 1/5 in the lower extremities.']",8,"{'A': ""Babinski's sign present bilaterally"", 'B': 'Normal bulbocavernosus reflex', 'C': 'Bilaterally increased knee and ankle jerk', 'D': 'Normal proprioception in the extremities\n""'}","Normal proprioception in the extremities
""",D,,"['1. Patient is 55 years old.', '2. Patient underwent open emergency surgery under general anesthesia for a bleeding abdominal aortic aneurysm four hours ago.', '3. Patient is unable to move both his legs.', '4. Patient had prolonged hypotension during surgery, which was corrected with IV fluids and vasopressors.', '5. Patient has a history of hypertension and hyperlipidemia.', '6. Patient has smoked one pack of cigarettes daily for 35 years.', ""7. Patient's medications prior to admission were hydrochlorothiazide and atorvastatin."", '8. Patient is conscious and oriented to place and person.', ""9. Patient's temperature is 37.7°C (99°F)."", ""10. Patient's pulse is 74/min."", ""11. Patient's blood pressure is 100/70 mm Hg."", ""12. Patient's muscle strength in lower extremities is 1/5.""]","{'gender': 'Male', 'age': '55 years old', 'specialties': ['Neurology'], 'subspecialties': ['Neurocritical Care'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Neurological Surgery'}",Neurology
481,Which of the following activities was most likely inhibited by the cause of this patient's presentation?,"['A 55-year-old male presents to the emergency department after he was seen having a seizure.', 'On presentation he is comatose and very jaundiced despite having no previous medical history and dies shortly thereafter.', 'Over the next several hours 5 more patients present to the ER with severe diarrhea, abdominal pain, and bleeding abnormalities.', 'They all recently returned from a several day camping trip where they slept in the woods and cooked with ingredients they were able to find in the wild.', 'The original patient was also part of this camping trip.', 'Postmortem analysis reveals massive hepatic necrosis.']",6,"{'A': 'Transcription of mRNA', 'B': 'Transcription of rRNA', 'C': 'Transcription of tRNA', 'D': 'Translation of mRNA'}",Transcription of mRNA,A,,"['1. A 55-year-old male presents to the emergency department after he was seen having a seizure.', '2. On presentation he is comatose and very jaundiced.', '3. He had no previous medical history.', '4. He dies shortly thereafter.', '5. Over the next several hours 5 more patients present to the ER with severe diarrhea, abdominal pain, and bleeding abnormalities.', '6. They all recently returned from a several day camping trip.', '7. They slept in the woods and cooked with ingredients they were able to find in the wild.', '8. The original patient was also part of this camping trip.', '9. Postmortem analysis reveals massive hepatic necrosis.']","{'gender': 'Male', 'age': '55', 'specialties': ['Neurology'], 'subspecialties': ['Clinical Neurophysiology', 'Epilepsy', 'Neurology with Special Qualification in Child Neurology'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.4, 0.4, 0.2], 'gpt_specialty': 'Neurology'}",Neurology
493,Which of the following findings most closely correlates with this patient's symptoms?,"['A 47-year-old woman comes to the physician because of a 3-month history of recurrent episodes of nausea and feeling like the room is spinning.', 'Each episode lasts less than a minute and usually occurs when she gets out of bed in the morning or suddenly turns her head.', 'She has not vomited and does not have headaches.', 'She is asymptomatic between episodes.']",4,"{'A': 'Intention tremor', 'B': 'Nystagmus', 'C': 'Abnormal Rinne test', 'D': 'Orthostatic hypotension'}",Nystagmus,B,,"['1. A 47-year-old woman comes to the physician.', '2. She has a 3-month history of recurrent episodes of nausea.', '3. She also has a feeling like the room is spinning.', '4. Each episode lasts less than a minute.', '5. The episodes usually occur when she gets out of bed in the morning or suddenly turns her head.', '6. She has not vomited.', '7. She does not have headaches.', '8. She is asymptomatic between episodes.']","{'gender': 'Female', 'age': '47 years old', 'specialties': ['Neurology'], 'subspecialties': ['Neurology with Special Qualification in Child Neurology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Neurology'}",Neurology
494,Which of the following is the most likely precipitating factor for this patient's symptoms?,"['A 56-year-old man is brought to the emergency department by his wife because of increasing confusion and lethargy for the past 12 hours.', 'He is oriented only to person.', 'His temperature is 37.3°C (99.1°F), pulse is 109/min, respirations are 18/min, and blood pressure is 108/67 mm Hg.', 'Examination shows abdominal distention and several erythematous, lacy lesions on the chest that blanch with pressure.', 'His hands make a flapping motion when they are dorsiflexed.']",5,"{'A': 'Elevated systemic vascular resistance', 'B': 'Destruction of gut anaerobes', 'C': 'Presence of hemoglobin in the intestine', 'D': 'Low protein consumption'}",Presence of hemoglobin in the intestine,C,,"['1. A 56-year-old man is brought to the emergency department by his wife.', '2. He has been experiencing increasing confusion and lethargy for the past 12 hours.', '3. He is oriented only to person.', '4. His temperature is 37.3°C (99.1°F).', '5. His pulse is 109/min.', '6. His respirations are 18/min.', '7. His blood pressure is 108/67 mm Hg.', '8. Examination shows abdominal distention.', '9. Examination shows several erythematous, lacy lesions on the chest.', '10. The lesions on the chest blanch with pressure.', '11. His hands make a flapping motion when they are dorsiflexed.']","{'gender': 'Male', 'age': '56 years old', 'specialties': ['Neurology', 'Internal Medicine'], 'subspecialties': ['Neurocritical Care', 'Neurology'], 'specialty_prob': [0.8, 0.2], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Neurology'}",Neurology
498,Which of the following statements would best explain the mechanism of action of these drugs?,"['A 67-year-old man is brought to his primary care practitioner by his daughter who has noticed a ‘pill-rolling’ tremor in his right hand, along with a progressively slow, shuffling gait.', 'The patient’s daughter says that these symptoms gradually started 2 weeks ago and have progressively worsened.', 'His past medical history is significant for hypertension, which is well-controlled with losartan.', 'He does not take any other medications.', 'Physical examination reveals a slow shuffling gait, difficulty initiating movements, a resting tremor in his right hand that decreases in intensity with voluntary movement, and cogwheel-like rigidity in the right arm.', 'The primary care practitioner decides to prescribe levodopa and carbidopa.']",6,"{'A': 'Inhibition of the enzyme monoamine oxidase (MAO) B', 'B': 'Blockade of muscarinic receptors', 'C': 'Inhibition of dopamine reuptake', 'D': 'Increased dopamine synthesis'}",Increased dopamine synthesis,D,,"['1. Patient is 67 years old.', '2. Patient\'s daughter noticed a ""pill-rolling"" tremor in his right hand.', ""3. Patient's daughter noticed a progressively slow, shuffling gait."", '4. Symptoms gradually started 2 weeks ago and have progressively worsened.', '5. Patient has a past medical history of hypertension.', '6. Hypertension is well-controlled with losartan.', '7. Patient does not take any other medications.', '8. Physical examination reveals a slow shuffling gait.', '9. Physical examination reveals difficulty initiating movements.', '10. Physical examination reveals a resting tremor in his right hand that decreases in intensity with voluntary movement.', '11. Physical examination reveals cogwheel-like rigidity in the right arm.', '12. Primary care practitioner decides to prescribe levodopa and carbidopa.']","{'gender': 'Male', 'age': '67 years old', 'specialties': ['Neurology'], 'subspecialties': ['Movement Disorders', 'General Neurology'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Neurology'}",Neurology
499,Which of the following is the most likely underlying pathogenesis?,"['A 79-year-old man with a long-standing history of hypertension and diabetes presents to the emergency department with sudden-onset of loss of motor function on the left side of his body.', 'Neurologic exam shows normal sensation throughout the body.', 'MRI of the brain is obtained and shows a small sub-cortical infarct involving a perforating vessel.']",3,"{'A': 'Embolism originating from the left atrium', 'B': 'Berry aneurysm', 'C': 'Lipohyalinosis of small vessels', 'D': 'Fibromuscular dysplasia'}",Lipohyalinosis of small vessels,C,,"['1. Patient is 79 years old.', '2. Patient has a long-standing history of hypertension and diabetes.', '3. Patient presents to the emergency department with sudden-onset of loss of motor function on the left side of his body.', '4. Neurologic exam shows normal sensation throughout the body.', '5. MRI of the brain is obtained.', '6. MRI of the brain shows a small sub-cortical infarct involving a perforating vessel.']","{'gender': 'Male', 'age': '79 years old', 'specialties': ['Neurology'], 'subspecialties': ['Vascular Neurology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Neurology'}",Neurology
503,"Presuming it is an inherited condition, what is the most likely genetic pathophysiology of this disorder?","['A 17-year-old girl is brought in a wheelchair because of gradually progressive difficulty in walking, incoordination, and frequent falls.', 'Her symptoms started at 9 years old with clumsiness while walking.', 'She later experienced difficulties with coordination, which later involved her arms and trunk.', 'She was born at term with normal developmental milestones.', 'The physical examination reveals severely ataxic gait, nystagmus, absent deep tendon reflexes, and loss of vibration and proprioception.']",5,"{'A': 'GAA trinucleotide repeats', 'B': 'Mitochondrial DNA mutation', 'C': 'NOTCH3 mutation', 'D': 'PMP22 gene duplication'}",GAA trinucleotide repeats,A,,"['1. A 17-year-old girl is brought in a wheelchair.', '2. She has gradually progressive difficulty in walking, incoordination, and frequent falls.', '3. Her symptoms started at 9 years old with clumsiness while walking.', '4. Her difficulties with coordination later involved her arms and trunk.', '5. She was born at term with normal developmental milestones.', '6. The physical examination reveals severely ataxic gait.', '7. The physical examination reveals nystagmus.', '8. The physical examination reveals absent deep tendon reflexes.', '9. The physical examination reveals loss of vibration and proprioception.']","{'gender': 'Female', 'age': '17 years old', 'specialties': ['Neurology'], 'subspecialties': ['Neurodevelopmental Disabilities', 'Neuromuscular Medicine'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Neurology'}",Neurology
504,Which of the following is the most likely additional finding in this patient?,"['A previously healthy 51-year-old man is brought to the emergency department because of confusion for 2 hours.', 'His wife reports that he fell and hit his head while changing a ceiling light the previous evening.', 'On arrival, he is unconscious.', 'His temperature is 37.1°C (98.8°F), pulse is 54/min, respirations are 8/min and irregular, and blood pressure is 198/106 mm Hg.', 'The right pupil is dilated and fixed; the left pupil is round and reactive to light.', 'There is extension of the extremities to painful stimuli.', 'He is intubated and mechanically ventilated.', 'A mannitol infusion is begun.', 'A noncontrast CT scan of the brain shows herniation of the right medial temporal lobe.']",9,"{'A': 'Right-sided hemiplegia', 'B': 'Left-side facial nerve palsy', 'C': 'Bilateral spasticity', 'D': 'Multifocal myoclonus'}",Right-sided hemiplegia,A,,"['1. A 51-year-old man is brought to the emergency department because of confusion for 2 hours.', '2. His wife reports that he fell and hit his head while changing a ceiling light the previous evening.', '3. On arrival, he is unconscious.', '4. His temperature is 37.1°C (98.8°F).', '5. His pulse is 54/min.', '6. His respirations are 8/min and irregular.', '7. His blood pressure is 198/106 mm Hg.', '8. The right pupil is dilated and fixed.', '9. The left pupil is round and reactive to light.', '10. There is extension of the extremities to painful stimuli.', '11. He is intubated and mechanically ventilated.', '12. A mannitol infusion is begun.', '13. A noncontrast CT scan of the brain shows herniation of the right medial temporal lobe.']","{'gender': 'Male', 'age': '51 years old', 'specialties': ['Neurology'], 'subspecialties': ['Neurocritical Care', 'Vascular Neurology'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Neurology'}",Neurology
514,Which of the following is the most likely diagnosis?,"['A 73-year-old man is brought to the emergency department 30 minutes after the sudden onset of right-sided body weakness.', 'His wife reports that he does not seem to understand simple questions.', 'He has type 2 diabetes mellitus and has smoked 1 pack of cigarettes daily for 45 years.', 'The patient speaks fluently, but he answers questions with nonsensical phrases and cannot repeat single words.']",4,"{'A': 'Conduction aphasia', 'B': 'Global aphasia', 'C': 'Wernicke aphasia', 'D': 'Transcortical sensory aphasia'}",Wernicke aphasia,C,,"['1. A 73-year-old man is brought to the emergency department.', '2. The onset of symptoms was sudden.', '3. The symptoms are right-sided body weakness.', '4. His wife reports that he does not seem to understand simple questions.', '5. He has type 2 diabetes mellitus.', '6. He has smoked 1 pack of cigarettes daily for 45 years.', '7. The patient speaks fluently.', '8. He answers questions with nonsensical phrases.', '9. He cannot repeat single words.']","{'gender': 'Male', 'age': '73 years old', 'specialties': ['Neurology'], 'subspecialties': ['Vascular Neurology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Neurology'}",Neurology
515,Damage to which of the following structures is most likely to be responsible for her language deficits?,"['A 72-year-old female is brought in by ambulance after being found down in her home.', 'Her daughter discovered her after returning from work and does not know how long she has been down.', 'Physical exam reveals right sided paralysis with a positive babinski sign.', 'She is also found to produce strained stuttering speech with no perceivable meaning.', 'She is unable to follow any instructions and cannot repeat speech.', 'An MRI is obtained showing a left MCA infarct.']",6,"{'A': 'Arcuate fasciculus', 'B': 'Inferior frontal gyrus', 'C': 'Inferior frontal gyrus + superior temporal gyrus', 'D': 'Arcuate fasciculus + Inferior frontal gyrus + superior temporal gyrus'}",Arcuate fasciculus + Inferior frontal gyrus + superior temporal gyrus,D,,"['1. A 72-year-old female is brought in by ambulance. ', '2. Her daughter discovered her after returning from work and does not know how long she has been down. ', '3. Physical exam reveals right sided paralysis with a positive babinski sign. ', '4. She is also found to produce strained stuttering speech with no perceivable meaning. ', '5. She is unable to follow any instructions and cannot repeat speech. ', '6. An MRI is obtained showing a left MCA infarct.']","{'gender': 'Female', 'age': '72', 'specialties': ['Neurology'], 'subspecialties': ['Neurology with Special Qualification in Child Neurology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Neurology'}",Neurology
525,The cells most likely affected in this patient’s current condition are analogous to which of the following cell types?,"['A 32-year-old man comes to the physician because of a 1-week history of fever, nausea, headache, and confusion.', 'Three weeks ago, he had an episode of a sore throat, diarrhea, and generalized lymphadenopathy.', 'He is sexually active with a new partner that he met 2 months ago and they use condoms inconsistently.', 'He appears ill.', 'Physical examination shows nuchal rigidity.', 'Further evaluation shows infection with a single-stranded, positive-sense RNA virus.']",6,"{'A': 'Osteoblasts', 'B': 'Mast cells', 'C': 'Schwann cells', 'D': 'Langerhans cells'}",Langerhans cells,D,,"['1. A 32-year-old man comes to the physician.', '2. He has a 1-week history of fever, nausea, headache, and confusion.', '3. Three weeks ago, he had an episode of a sore throat, diarrhea, and generalized lymphadenopathy.', '4. He is sexually active with a new partner he met 2 months ago.', '5. They use condoms inconsistently.', '6. He appears ill.', '7. Physical examination shows nuchal rigidity.', '8. Further evaluation shows infection with a single-stranded, positive-sense RNA virus.']","{'gender': 'Male', 'age': '32 years old', 'specialties': ['Neurology', 'Internal Medicine'], 'subspecialties': ['Neurocritical Care', 'Infectious Disease'], 'specialty_prob': [0.8, 0.2], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Neurology'}",Neurology
529,The patient's symptoms are most likely caused by antibodies against which of the following?,"['A previously healthy 16-year-old girl is brought to the physician by her parents because of behavior changes and involuntary limb movements over the past 2 days.', 'She also has a 2-week history of fever, headache, and fatigue.', 'Her temperature is 38°C (100.4°F), pulse is 110/min, respirations are 20/min, and blood pressure is 102/72 mm Hg.', 'Mental status examination shows impaired speech and a disorganized thought process.', 'Muscle strength is 5/5 in all extremities.', 'Urine toxicology screening is negative.', 'Cerebrospinal fluid analysis shows a leukocyte count of 70 cells/mm3 (90% lymphocytes) and a protein concentration of 51 mg/dL.', 'Abdominal ultrasound shows a large right adnexal mass.']",8,"{'A': 'Purkinje cell Yo antigens', 'B': 'GM1 ganglioside', 'C': 'Neuronal Hu antigens', 'D': 'Glutamate receptors'}",Glutamate receptors,D,,"['1. Patient is a 16-year-old girl.', '2. Parents brought her to the physician due to behavior changes and involuntary limb movements over the past 2 days.', '3. Patient has a 2-week history of fever, headache, and fatigue.', '4. Temperature is 38°C (100.4°F).', '5. Pulse is 110/min.', '6. Respirations are 20/min.', '7. Blood pressure is 102/72 mm Hg.', '8. Mental status examination shows impaired speech and a disorganized thought process.', '9. Muscle strength is 5/5 in all extremities.', '10. Urine toxicology screening is negative.', '11. Cerebrospinal fluid analysis shows a leukocyte count of 70 cells/mm3 (90% lymphocytes).', '12. Cerebrospinal fluid analysis shows a protein concentration of 51 mg/dL.', '13. Abdominal ultrasound shows a large right adnexal mass.']","{'gender': 'Female', 'age': '16 years old', 'specialties': ['Neurology'], 'subspecialties': ['Neurology with Special Qualification in Child Neurology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Neurology'}",Neurology
537,"Which of the following is the most appropriate next step in management?""","['A 52-year-old postmenopausal woman comes to the physician with a 6-month history of difficulty biting down and chewing that is becoming progressively worse.', 'She has been taking acetaminophen for headaches and nonspecific pain in her hips and back.', 'She also complains that her hearing has been deteriorating as she gets older.', 'Vital signs are within normal limits.', 'Examination shows a mildly tender, 1-cm, bony, immobile swelling in the left side of her forehead.', 'Intraoral examination shows bilateral expansion of the maxillary alveolus and malocclusion.', 'Audiometry shows bilateral mixed conductive and sensorineural hearing loss.', 'Laboratory studies show: | Hemoglobin 14.6 g/dL | Leukocyte count 9,000/mm3 | Platelet count 256,000/mm3 | Serum | Alkaline phosphatase 1100 U/L | Vitamin D 40 ng/ml (N = 20–100 ng/mL) | Calcium 9.5 mg/dL | Parathyroid hormone 300 pg/mL | A plain x-ray of the skull is shown.']",8,"{'A': 'Hematopoietic cell transplantation', 'B': 'Transsphenoidal hypophysectomy', 'C': 'Intravenous zoledronate', 'D': 'Estrogen replacement therapy'}",Intravenous zoledronate,C,,"['1. Patient is a 52-year-old postmenopausal woman.', '2. Patient has a 6-month history of difficulty biting down and chewing that is becoming progressively worse.', '3. Patient has been taking acetaminophen for headaches and nonspecific pain in her hips and back.', '4. Patient complains that her hearing has been deteriorating as she gets older.', '5. Vital signs are within normal limits.', '6. Examination shows a mildly tender, 1-cm, bony, immobile swelling in the left side of her forehead.', '7. Intraoral examination shows bilateral expansion of the maxillary alveolus and malocclusion.', '8. Audiometry shows bilateral mixed conductive and sensorineural hearing loss.', '9. Laboratory studies show: Hemoglobin 14.6 g/dL, Leukocyte count 9,000/mm3, Platelet count 256,000/mm3, Serum Alkaline phosphatase 1100 U/L, Vitamin D 40 ng/ml (N = 20–100 ng/mL), Calcium 9.5 mg/dL, Parathyroid hormone 300 pg/mL.', '10. A plain x-ray of the skull is shown.']","{'gender': 'Female', 'age': '52 years old', 'specialties': ['Neurology', 'Dermatology', 'Orthopaedic Surgery', 'Otolaryngology'], 'subspecialties': ['Neuromuscular Medicine', 'General Otolaryngology', 'General Orthopaedic Surgery', 'General Dermatology'], 'specialty_prob': [0.4, 0.2, 0.2, 0.2], 'subspecialty_prob': [0.4, 0.2, 0.2, 0.2], 'gpt_specialty': 'Neurology'}",Neurology
540,This patient's symptoms are most likely caused by a side effect of which of the following medications?,"['A 42-year-old woman is brought to the emergency department because of a severe, throbbing, occipital headache for 2 hours.', 'She also reports nausea, photophobia, and chest tightness.', 'The symptoms developed shortly after she had a snack consisting of salami and some dried fruits at a wine tasting event.', 'The patient has recurrent migraine headaches and depression, for which she takes medication daily.', 'She is mildly distressed, diaphoretic, and her face is flushed.', 'Her temperature is 37.2°C (98.9 F), pulse is 88/min, respirations are 19/min, and blood pressure is 190/128 mmHg.', 'Deep-tendon reflexes are 2+ bilaterally.']",7,"{'A': 'Tranylcypromine', 'B': 'Almotriptan', 'C': 'Topiramate', 'D': 'Doxepin'}",Tranylcypromine,A,,"['1. A 42-year-old woman is brought to the emergency department.', '2. She has a severe, throbbing, occipital headache for 2 hours.', '3. She also reports nausea, photophobia, and chest tightness.', '4. The symptoms developed shortly after she had a snack consisting of salami and some dried fruits at a wine tasting event.', '5. The patient has recurrent migraine headaches and depression.', '6. She takes medication daily for her migraine headaches and depression.', '7. She is mildly distressed, diaphoretic, and her face is flushed.', '8. Her temperature is 37.2°C (98.9 F).', '9. Her pulse is 88/min.', '10. Her respirations are 19/min.', '11. Her blood pressure is 190/128 mmHg.', '12. Deep-tendon reflexes are 2+ bilaterally.']","{'gender': 'Female', 'age': '42 years old', 'specialties': ['Neurology'], 'subspecialties': ['Vascular Neurology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Neurology'}",Neurology
